Date,Open,High,Low,Close,Adj Close,Volume
2017-12-18,121.849998,122.379997,121.849998,122.139999,122.139999,113500
2017-12-19,121.989998,122.260002,121.949997,122.209999,122.209999,24900
2017-12-20,122.250000,122.730003,122.220001,122.510002,122.510002,28300
2017-12-21,122.480003,122.860001,122.000000,122.000000,122.000000,16200
2017-12-22,123.089996,123.500000,123.019997,123.330002,123.330002,17300
2017-12-26,123.919998,124.239998,123.919998,124.199997,124.199997,17200
2017-12-27,124.620003,124.800003,124.440002,124.690002,124.690002,19200
2017-12-28,125.110001,125.370003,125.019997,125.019997,125.019997,29700
2017-12-29,126.029999,126.550003,125.970001,126.129997,126.129997,54700
2018-01-02,127.220001,127.629997,126.919998,127.610001,127.610001,64300
2018-01-03,127.680000,127.680000,126.550003,127.290001,127.290001,61600
2018-01-04,127.400002,128.320007,127.269997,127.940002,127.940002,35500
2018-01-05,127.430000,127.959999,127.330002,127.790001,127.790001,20100
2018-01-08,127.750000,127.779999,127.459999,127.779999,127.779999,28000
2018-01-09,127.120003,127.699997,126.800003,127.699997,127.699997,38100
2018-01-10,127.730003,127.800003,127.440002,127.540001,127.540001,114100
2018-01-11,127.879997,128.119995,127.870003,127.879997,127.879997,62200
2018-01-12,128.619995,129.690002,128.380005,129.509995,129.509995,38700
2018-01-16,129.440002,129.690002,129.005005,129.610001,129.610001,53402
