Date,Open,High,Low,Close,Adj Close,Volume
2017-12-18,32.270000,32.450001,32.200001,32.320000,32.320000,5104400
2017-12-19,32.380001,32.500000,32.240002,32.259998,32.259998,3612700
2017-12-20,32.389999,32.470001,32.230000,32.419998,32.419998,2781200
2017-12-21,32.619999,32.669998,32.290001,32.299999,32.299999,2921400
2017-12-22,32.360001,32.459999,32.290001,32.380001,32.380001,2392700
2017-12-26,32.330002,32.400002,32.250000,32.380001,32.380001,2861300
2017-12-27,32.400002,32.459999,32.209999,32.349998,32.349998,1689300
2017-12-28,32.459999,32.529999,32.230000,32.299999,32.299999,2683700
2017-12-29,32.349998,32.389999,31.980000,31.990000,31.990000,3138100
2018-01-02,32.320000,32.700001,32.220001,32.619999,32.619999,6127200
2018-01-03,32.560001,33.439999,32.560001,33.419998,33.419998,5716200
2018-01-04,33.540001,33.779999,33.419998,33.759998,33.759998,5908200
2018-01-05,33.810001,33.889999,33.509998,33.639999,33.639999,6174600
2018-01-08,33.639999,33.799999,33.419998,33.770000,33.770000,4827900
2018-01-09,33.759998,33.919998,33.650002,33.650002,33.650002,5149900
2018-01-10,33.529999,33.680000,33.299999,33.330002,33.330002,4216800
2018-01-11,33.439999,33.770000,33.439999,33.759998,33.759998,3611500
2018-01-12,33.799999,34.689999,33.799999,34.660000,34.660000,6589000
2018-01-16,34.700001,34.790001,34.209999,34.410000,34.410000,5820892
